event_id_cnty,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,notes,fatalities,timestamp
SOM687,2024-04-10,2024,Strategic developments,Agreement,Somalia National Army,,1,Al-Shabaab,,2,12,Somalia,Middle Juba,,,Bu'aale,1.3302,42.8216,1,BBC,"Strategic developments between Somalia National Army and Al-Shabaab in Bu'aale, Somalia.",0,20240410
DEM1015,2024-04-10,2024,Battles,Non-state actor overtakes territory,MONUSCO Forces,,1,M23,,2,12,Democratic Republic of Congo,South Kivu,,,Bukavu,-2.3193,29.1425,1,Radio Ergo,"Battles between MONUSCO Forces and M23 in Bukavu, Democratic Republic of Congo.",2,20240410
SOM1083,2024-04-10,2024,Violence against civilians,Abduction/forced disappearance,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Somalia,Lower Juba,,,Kismayo,-0.5484,43.3145,1,Local sources,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Kismayo, Somalia.",11,20240410
ETH632,2024-04-13,2024,Explosions/Remote violence,Shelling/artillery/missile attack,Ethiopian National Defense Force,,1,Tigray People's Liberation Front,,2,12,Ethiopia,Amhara,,,Gondar,12.7993,37.4392,1,BBC,"Explosions/Remote violence between Ethiopian National Defense Force and Tigray People's Liberation Front in Gondar, Ethiopia.",2,20240413
SOM457,2024-04-14,2024,Explosions/Remote violence,Air/drone strike,Al-Shabaab,,2,Somalia National Army,,1,21,Somalia,Hiraan,,,Beledweyne,4.5058,45.2302,1,Local sources,"Explosions/Remote violence between Al-Shabaab and Somalia National Army in Beledweyne, Somalia.",5,20240414
SOM1181,2024-04-14,2024,Explosions/Remote violence,IED/landmine/UVIED,Al-Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Banadir,,,Mogadishu,1.819,45.5405,1,BBC,"Explosions/Remote violence between Al-Shabaab and Civilians (Somalia) in Mogadishu, Somalia.",0,20240414
SOM1039,2024-04-15,2024,Violence against civilians,Attack,M23,,2,Civilians (Somalia),,7,27,Somalia,Lower Shabelle,,,Afgooye,2.287,45.3019,1,BBC,"Violence against civilians between M23 and Civilians (Somalia) in Afgooye, Somalia.",10,20240415
SOM558,2024-04-16,2024,Violence against civilians,Abduction/forced disappearance,Mai Mai Militia,,4,Civilians (Somalia),,7,47,Somalia,Galgaduud,,,Dhusamareb,5.0048,46.5086,1,Radio Ergo,"Violence against civilians between Mai Mai Militia and Civilians (Somalia) in Dhusamareb, Somalia.",15,20240416
SOM137,2024-04-17,2024,Violence against civilians,Abduction/forced disappearance,Fano (Amhara Militia),,3,Civilians (Somalia),,7,37,Somalia,Banadir,,,Mogadishu,2.1049,45.2136,1,Reuters,"Violence against civilians between Fano (Amhara Militia) and Civilians (Somalia) in Mogadishu, Somalia.",0,20240417
SOM575,2024-04-17,2024,Violence against civilians,Attack,Al-Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Bay,,,Baidoa,2.8338,43.3877,1,Local sources,"Violence against civilians between Al-Shabaab and Civilians (Somalia) in Baidoa, Somalia.",4,20240417
ETH667,2024-04-17,2024,Battles,Armed clash,Ethiopian National Defense Force,,1,Oromo Liberation Army,,2,12,Ethiopia,Oromia,,,Jimma,7.9415,36.9276,1,Radio Ergo,"Battles between Ethiopian National Defense Force and Oromo Liberation Army in Jimma, Ethiopia.",3,20240417
SUD845,2024-04-17,2024,Explosions/Remote violence,Shelling/artillery/missile attack,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,Gedaref,,,Gedaref,14.2148,35.1203,1,Radio Ergo,"Explosions/Remote violence between Sudan Armed Forces and Rapid Support Forces in Gedaref, Sudan.",4,20240417
SUD8,2024-04-18,2024,Violence against civilians,Looting/property destruction,Rapid Support Forces,,3,Sudanese Armed Civilians,,7,37,Sudan,North Darfur,,,El Fasher,13.548,25.1535,1,AFP,"Violence against civilians between Rapid Support Forces and Sudanese Armed Civilians in El Fasher, Sudan.",2,20240418
ETH724,2024-04-18,2024,Battles,Armed clash,Ethiopian National Defense Force,,1,Tigray People's Liberation Front,,2,12,Ethiopia,Tigray,,,Axum,14.5166,38.8464,1,UN OCHA,"Battles between Ethiopian National Defense Force and Tigray People's Liberation Front in Axum, Ethiopia.",1,20240418
SUD1192,2024-04-18,2024,Explosions/Remote violence,Suicide bomb,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,South Darfur,,,Nyala,12.293,25.291,1,Local sources,"Explosions/Remote violence between Sudan Armed Forces and Rapid Support Forces in Nyala, Sudan.",3,20240418
SOM639,2024-04-19,2024,Violence against civilians,Looting/property destruction,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Somalia,Lower Juba,,,Kismayo,-0.7979,42.8419,1,AFP,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Kismayo, Somalia.",2,20240419
ETH48,2024-04-20,2024,Protests,Protest with intervention,Protesters (Ethiopia),,6,Ethiopian National Defense Force,,1,61,Ethiopia,Amhara,,,Gondar,12.2367,37.1591,1,UN OCHA,"Protests between Protesters (Ethiopia) and Ethiopian National Defense Force in Gondar, Ethiopia.",2,20240420
SUD428,2024-04-20,2024,Explosions/Remote violence,IED/landmine/UVIED,Rapid Support Forces,,3,Sudan Armed Forces,,1,31,Sudan,North Darfur,,,El Fasher,13.5993,25.382,1,BBC,"Explosions/Remote violence between Rapid Support Forces and Sudan Armed Forces in El Fasher, Sudan.",4,20240420
ETH228,2024-04-22,2024,Violence against civilians,Abduction/forced disappearance,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Ethiopia,SNNPR,,,Hawassa,7.0339,38.8288,1,Local sources,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Hawassa, Ethiopia.",7,20240422
ETH308,2024-04-22,2024,Battles,Non-state actor overtakes territory,Fano (Amhara Militia),,3,Oromo Liberation Army,,2,32,Ethiopia,Afar,,,Semera,11.4723,41.417,1,Local sources,"Battles between Fano (Amhara Militia) and Oromo Liberation Army in Semera, Ethiopia.",4,20240422
ETH1013,2024-04-22,2024,Explosions/Remote violence,IED/landmine/UVIED,Ethiopian National Defense Force,,1,Tigray People's Liberation Front,,2,12,Ethiopia,Oromia,,,Jimma,7.8194,36.9548,1,Reuters,"Explosions/Remote violence between Ethiopian National Defense Force and Tigray People's Liberation Front in Jimma, Ethiopia.",5,20240422
SOU478,2024-04-23,2024,Battles,Non-state actor overtakes territory,South Sudan People's Defence Forces,,1,SPLM-IO,,2,12,South Sudan,Upper Nile,,,Malakal,8.7884,31.9293,1,Radio Ergo,"Battles between South Sudan People's Defence Forces and SPLM-IO in Malakal, South Sudan.",19,20240423
SOM565,2024-04-23,2024,Violence against civilians,Looting/property destruction,M23,,2,Civilians (Somalia),,7,27,Somalia,Banadir,,,Mogadishu,2.0964,44.8242,1,Reuters,"Violence against civilians between M23 and Civilians (Somalia) in Mogadishu, Somalia.",0,20240423
SUD736,2024-04-23,2024,Battles,Government regains territory,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,Gedaref,,,Gedaref,14.3075,35.4534,1,Radio Ergo,"Battles between Sudan Armed Forces and Rapid Support Forces in Gedaref, Sudan.",1,20240423
ETH1045,2024-04-23,2024,Battles,Government regains territory,Amhara Regional Forces,,1,Oromo Liberation Army,,2,12,Ethiopia,Oromia,,,Addis Ababa,9.231,38.6333,1,BBC,"Battles between Amhara Regional Forces and Oromo Liberation Army in Addis Ababa, Ethiopia.",8,20240423
KEN431,2024-04-25,2024,Battles,Armed clash,Al-Shabaab,,2,Kenya Defence Forces,,1,21,Kenya,Wajir,,,Wajir,2.0105,40.0247,1,Radio Ergo,"Battles between Al-Shabaab and Kenya Defence Forces in Wajir, Kenya.",15,20240425
DEM591,2024-04-25,2024,Violence against civilians,Abduction/forced disappearance,Mai Mai Militia,,4,Civilians (Somalia),,7,47,Democratic Republic of Congo,Maniema,,,Kindu,-3.4447,26.5826,1,AFP,"Violence against civilians between Mai Mai Militia and Civilians (Somalia) in Kindu, Democratic Republic of Congo.",8,20240425
SOM823,2024-04-25,2024,Violence against civilians,Abduction/forced disappearance,M23,,2,Civilians (Somalia),,7,27,Somalia,Middle Juba,,,Bu'aale,1.054,42.6081,1,UN OCHA,"Violence against civilians between M23 and Civilians (Somalia) in Bu'aale, Somalia.",3,20240425
DEM80,2024-04-26,2024,Battles,Government regains territory,Armed Forces of the DRC (FARDC),,1,M23,,2,12,Democratic Republic of Congo,North Kivu,,,Goma,-1.964,28.7006,1,AFP,"Battles between Armed Forces of the DRC (FARDC) and M23 in Goma, Democratic Republic of Congo.",5,20240426
SOM157,2024-04-26,2024,Violence against civilians,Looting/property destruction,M23,,2,Civilians (Somalia),,7,27,Somalia,Lower Juba,,,Kismayo,-0.5788,42.7342,1,Radio Ergo,"Violence against civilians between M23 and Civilians (Somalia) in Kismayo, Somalia.",2,20240426
SOU487,2024-04-26,2024,Battles,Government regains territory,South Sudan People's Defence Forces,,1,National Salvation Front,,2,12,South Sudan,Western Equatoria,,,Yambio,4.8009,27.8864,1,Reuters,"Battles between South Sudan People's Defence Forces and National Salvation Front in Yambio, South Sudan.",1,20240426
DEM1193,2024-04-26,2024,Battles,Armed clash,Armed Forces of the DRC (FARDC),,1,M23,,2,12,Democratic Republic of Congo,North Kivu,,,Beni,0.4167,29.649,1,Radio Ergo,"Battles between Armed Forces of the DRC (FARDC) and M23 in Beni, Democratic Republic of Congo.",4,20240426
ETH521,2024-04-27,2024,Battles,Government regains territory,Fano (Amhara Militia),,3,Oromo Liberation Army,,2,32,Ethiopia,Afar,,,Semera,11.891,41.3775,1,BBC,"Battles between Fano (Amhara Militia) and Oromo Liberation Army in Semera, Ethiopia.",1,20240427
ETH551,2024-04-27,2024,Protests,Peaceful protest,Protesters (Ethiopia),,6,Amhara Regional Forces,,1,61,Ethiopia,Oromia,,,Addis Ababa,8.9481,38.5141,1,UN OCHA,"Protests between Protesters (Ethiopia) and Amhara Regional Forces in Addis Ababa, Ethiopia.",1,20240427
SUD756,2024-04-27,2024,Protests,Protest with intervention,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,South Darfur,,,Nyala,11.876,24.7804,1,UN OCHA,"Protests between Rioters (Sudan) and Sudan Armed Forces in Nyala, Sudan.",0,20240427
SOM1145,2024-04-28,2024,Violence against civilians,Abduction/forced disappearance,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Somalia,Bay,,,Baidoa,3.0273,43.8284,1,UN OCHA,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Baidoa, Somalia.",6,20240428
SOM913,2024-04-29,2024,Explosions/Remote violence,IED/landmine/UVIED,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Galgaduud,,,Dhusamareb,5.9749,46.5908,1,AFP,"Explosions/Remote violence between Al-Shabaab and ATMIS Forces in Dhusamareb, Somalia.",5,20240429
SUD191,2024-04-30,2024,Protests,Peaceful protest,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,Blue Nile,,,Ed Damazin,11.716,33.9623,1,BBC,"Protests between Rioters (Sudan) and Sudan Armed Forces in Ed Damazin, Sudan.",2,20240430
SUD535,2024-04-30,2024,Explosions/Remote violence,Suicide bomb,Rapid Support Forces,,3,Sudan Armed Forces,,1,31,Sudan,South Darfur,,,Nyala,12.0758,24.955,1,Reuters,"Explosions/Remote violence between Rapid Support Forces and Sudan Armed Forces in Nyala, Sudan.",4,20240430
ETH955,2024-04-30,2024,Strategic developments,Agreement,Ethiopian National Defense Force,,1,Tigray People's Liberation Front,,2,12,Ethiopia,Amhara,,,Bahir Dar,11.4859,37.0502,1,BBC,"Strategic developments between Ethiopian National Defense Force and Tigray People's Liberation Front in Bahir Dar, Ethiopia.",0,20240430
SUD49,2024-05-01,2024,Explosions/Remote violence,Suicide bomb,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,North Darfur,,,El Fasher,13.7574,25.1447,1,UN OCHA,"Explosions/Remote violence between Sudan Armed Forces and Rapid Support Forces in El Fasher, Sudan.",2,20240501
SUD661,2024-05-01,2024,Violence against civilians,Abduction/forced disappearance,Rapid Support Forces,,3,Sudanese Armed Civilians,,7,37,Sudan,West Darfur,,,El Geneina,14.1497,22.7503,1,Local sources,"Violence against civilians between Rapid Support Forces and Sudanese Armed Civilians in El Geneina, Sudan.",8,20240501
SOU1019,2024-05-01,2024,Battles,Armed clash,South Sudan People's Defence Forces,,1,SPLM-IO,,2,12,South Sudan,Upper Nile,,,Malakal,9.848,31.591,1,Radio Ergo,"Battles between South Sudan People's Defence Forces and SPLM-IO in Malakal, South Sudan.",14,20240501
SOM534,2024-05-03,2024,Violence against civilians,Looting/property destruction,Fano (Amhara Militia),,3,Civilians (Somalia),,7,37,Somalia,Galgaduud,,,Dhusamareb,5.7317,46.1023,1,Radio Ergo,"Violence against civilians between Fano (Amhara Militia) and Civilians (Somalia) in Dhusamareb, Somalia.",5,20240503
DEM1154,2024-05-03,2024,Violence against civilians,Attack,FDLR,,2,Civilians (Somalia),,7,27,Democratic Republic of Congo,South Kivu,,,Bukavu,-2.5738,28.4671,1,UN OCHA,"Violence against civilians between FDLR and Civilians (Somalia) in Bukavu, Democratic Republic of Congo.",1,20240503
SUD1119,2024-05-04,2024,Explosions/Remote violence,Suicide bomb,Sudan Armed Forces,,1,Sudanese Armed Civilians,,7,17,Sudan,South Darfur,,,Nyala,12.1493,24.8966,1,BBC,"Explosions/Remote violence between Sudan Armed Forces and Sudanese Armed Civilians in Nyala, Sudan.",4,20240504
SOM1118,2024-05-05,2024,Violence against civilians,Abduction/forced disappearance,M23,,2,Civilians (Somalia),,7,27,Somalia,Bay,,,Baidoa,3.0845,43.5093,1,Local sources,"Violence against civilians between M23 and Civilians (Somalia) in Baidoa, Somalia.",5,20240505
SUD1100,2024-05-06,2024,Explosions/Remote violence,Air/drone strike,Sudan Armed Forces,,1,Sudanese Armed Civilians,,7,17,Sudan,South Darfur,,,Nyala,12.3872,24.7941,1,Radio Ergo,"Explosions/Remote violence between Sudan Armed Forces and Sudanese Armed Civilians in Nyala, Sudan.",1,20240506
ETH1136,2024-05-06,2024,Explosions/Remote violence,Suicide bomb,Ethiopian National Defense Force,,1,Tigray People's Liberation Front,,2,12,Ethiopia,Oromia,,,Jimma,7.3414,37.0495,1,Reuters,"Explosions/Remote violence between Ethiopian National Defense Force and Tigray People's Liberation Front in Jimma, Ethiopia.",10,20240506
SOM103,2024-05-08,2024,Explosions/Remote violence,Shelling/artillery/missile attack,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Banadir,,,Mogadishu,2.1587,45.0002,1,Reuters,"Explosions/Remote violence between Al-Shabaab and ATMIS Forces in Mogadishu, Somalia.",4,20240508
SUD522,2024-05-09,2024,Explosions/Remote violence,Suicide bomb,Rapid Support Forces,,3,Sudan Armed Forces,,1,31,Sudan,Blue Nile,,,Ed Damazin,11.6362,33.9336,1,Local sources,"Explosions/Remote violence between Rapid Support Forces and Sudan Armed Forces in Ed Damazin, Sudan.",8,20240509
SOM68,2024-05-10,2024,Battles,Non-state actor overtakes territory,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Middle Juba,,,Bu'aale,0.389,42.099,1,BBC,"Battles between Al-Shabaab and ATMIS Forces in Bu'aale, Somalia.",7,20240510
SUD248,2024-05-10,2024,Battles,Government regains territory,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,West Darfur,,,El Geneina,13.4506,22.6687,1,Radio Ergo,"Battles between Sudan Armed Forces and Rapid Support Forces in El Geneina, Sudan.",4,20240510
SOM1098,2024-05-10,2024,Explosions/Remote violence,Suicide bomb,Al-Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Lower Juba,,,Kismayo,-0.1534,42.2286,1,UN OCHA,"Explosions/Remote violence between Al-Shabaab and Civilians (Somalia) in Kismayo, Somalia.",5,20240510
SOU1168,2024-05-10,2024,Battles,Armed clash,South Sudan People's Defence Forces,,1,National Salvation Front,,2,12,South Sudan,Jonglei,,,Bor,6.6219,31.1589,1,AFP,"Battles between South Sudan People's Defence Forces and National Salvation Front in Bor, South Sudan.",13,20240510
SOM1171,2024-05-10,2024,Violence against civilians,Abduction/forced disappearance,FDLR,,2,Civilians (Somalia),,7,27,Somalia,Hiraan,,,Beledweyne,4.3678,44.9327,1,Reuters,"Violence against civilians between FDLR and Civilians (Somalia) in Beledweyne, Somalia.",13,20240510
SOM495,2024-05-11,2024,Explosions/Remote violence,Shelling/artillery/missile attack,Al-Shabaab,,2,Somalia National Army,,1,21,Somalia,Lower Shabelle,,,Afgooye,1.8043,45.0276,1,UN OCHA,"Explosions/Remote violence between Al-Shabaab and Somalia National Army in Afgooye, Somalia.",5,20240511
SUD593,2024-05-11,2024,Protests,Peaceful protest,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,West Darfur,,,El Geneina,12.8675,22.4224,1,AFP,"Protests between Rioters (Sudan) and Sudan Armed Forces in El Geneina, Sudan.",0,20240511
ETH1166,2024-05-11,2024,Violence against civilians,Abduction/forced disappearance,Fano (Amhara Militia),,3,Civilians (Somalia),,7,37,Ethiopia,Amhara,,,Gondar,12.5594,37.6654,1,Reuters,"Violence against civilians between Fano (Amhara Militia) and Civilians (Somalia) in Gondar, Ethiopia.",3,20240511
SOM16,2024-05-12,2024,Battles,Non-state actor overtakes territory,Al-Shabaab,,2,Jubbaland Security Forces,,1,21,Somalia,Lower Shabelle,,,Afgooye,2.1556,44.9635,1,Local sources,"Battles between Al-Shabaab and Jubbaland Security Forces in Afgooye, Somalia.",4,20240512
ETH500,2024-05-12,2024,Battles,Non-state actor overtakes territory,Ethiopian National Defense Force,,1,Oromo Liberation Army,,2,12,Ethiopia,Tigray,,,Axum,13.9334,38.4869,1,Local sources,"Battles between Ethiopian National Defense Force and Oromo Liberation Army in Axum, Ethiopia.",0,20240512
SOM1173,2024-05-12,2024,Explosions/Remote violence,Air/drone strike,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Banadir,,,Mogadishu,1.9353,45.6055,1,UN OCHA,"Explosions/Remote violence between Al-Shabaab and ATMIS Forces in Mogadishu, Somalia.",3,20240512
DEM1078,2024-05-13,2024,Violence against civilians,Attack,M23,,2,Civilians (Somalia),,7,27,Democratic Republic of Congo,North Kivu,,,Rutshuru,-1.0648,29.2247,1,AFP,"Violence against civilians between M23 and Civilians (Somalia) in Rutshuru, Democratic Republic of Congo.",1,20240513
ETH573,2024-05-14,2024,Protests,Peaceful protest,Protesters (Ethiopia),,6,Amhara Regional Forces,,1,61,Ethiopia,Afar,,,Semera,11.5202,41.0601,1,Local sources,"Protests between Protesters (Ethiopia) and Amhara Regional Forces in Semera, Ethiopia.",0,20240514
DEM758,2024-05-14,2024,Violence against civilians,Looting/property destruction,FDLR,,2,Civilians (Somalia),,7,27,Democratic Republic of Congo,North Kivu,,,Goma,-1.7905,28.5269,1,Local sources,"Violence against civilians between FDLR and Civilians (Somalia) in Goma, Democratic Republic of Congo.",3,20240514
SOM912,2024-05-14,2024,Violence against civilians,Looting/property destruction,Al-Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Hiraan,,,Beledweyne,4.8866,45.1116,1,Reuters,"Violence against civilians between Al-Shabaab and Civilians (Somalia) in Beledweyne, Somalia.",5,20240514
SUD951,2024-05-15,2024,Riots,Violent demonstration,Rioters (Sudan),,5,Rapid Support Forces,,3,53,Sudan,South Darfur,,,Nyala,11.8177,25.3377,1,Local sources,"Riots between Rioters (Sudan) and Rapid Support Forces in Nyala, Sudan.",2,20240515
SUD855,2024-05-17,2024,Protests,Protest with intervention,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,Blue Nile,,,Ed Damazin,11.3515,34.1272,1,AFP,"Protests between Rioters (Sudan) and Sudan Armed Forces in Ed Damazin, Sudan.",3,20240517
